date,line,id
2018-01-30 17:12:14.891000,"[{'x': -48.902967, 'y': -26.285475}, {'x': -48.902628, 'y': -26.285503}, {'x': -48.902542, 'y': -26.285525}, {'x': -48.902471, 'y': -26.285561}, {'x': -48.902433, 'y': -26.285604}, {'x': -48.90241, 'y': -26.285657}, {'x': -48.902333, 'y': -26.287398}]",71073f2054d0572a97e23b195b010c9099b7db4c
