date,line,id
2017-10-27 20:19:47.119000,"[{'x': -48.810565, 'y': -26.24711}, {'x': -48.810626, 'y': -26.247163}, {'x': -48.810661, 'y': -26.247231}, {'x': -48.810649, 'y': -26.247292}, {'x': -48.810598, 'y': -26.247364}, {'x': -48.810319, 'y': -26.247677}, {'x': -48.809876, 'y': -26.248127}, {'x': -48.809813, 'y': -26.248192}, {'x': -48.809124, 'y': -26.248835}, {'x': -48.808596, 'y': -26.249272}, {'x': -48.808074, 'y': -26.249734}, {'x': -48.807593, 'y': -26.250181}, {'x': -48.807063, 'y': -26.250628}, {'x': -48.806934, 'y': -26.250743}, {'x': -48.806414, 'y': -26.251182}, {'x': -48.805856, 'y': -26.25165}, {'x': -48.805347, 'y': -26.252131}, {'x': -48.80482, 'y': -26.25256}]",3ce70cc6d736f66e4427054d4fb54f07bf903761
