left,top,right,bottom,id
-48.960335,-26.108503,-48.882769,-26.217534,1
-48.882769,-26.108503,-48.805204,-26.217534,2
-48.805204,-26.108503,-48.727638,-26.217534,3
-48.960335,-26.217534,-48.882769,-26.326566,4
-48.882769,-26.217534,-48.805204,-26.326566,5
-48.805204,-26.217534,-48.727638,-26.326566,6
-48.960335,-26.326566,-48.882769,-26.435597,7
-48.882769,-26.326566,-48.805204,-26.435597,8
-48.805204,-26.326566,-48.727638,-26.435597,9
